(asenv) altsai@Hercules:~/eden/edenTransfer$ python store_fits.py --dryrun /home/altsai/eden/LOT20191007_mod/ | tee LOT20191007_dryrun.log

Bucket successfully loaded! eden-data
434 files found
Storing data to the S3 archive!
Doing a dry run - uploads will not be committed.
Verbose output enabled.
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175300-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175300-Eden.fits (file already exists) (249/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175412-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175412-Eden.fits (file already exists) (250/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175524-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175524-Eden.fits (file already exists) (251/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175635-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175635-Eden.fits (file already exists) (252/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175747-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175747-Eden.fits (file already exists) (253/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@175858-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@175858-Eden.fits (file already exists) (254/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180009-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180009-Eden.fits (file already exists) (255/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180121-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180121-Eden.fits (file already exists) (256/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180233-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180233-Eden.fits (file already exists) (257/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180344-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180344-Eden.fits (file already exists) (258/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180457-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180457-Eden.fits (file already exists) (259/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180608-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180608-Eden.fits (file already exists) (260/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180720-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180720-Eden.fits (file already exists) (261/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180832-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180832-Eden.fits (file already exists) (262/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@180944-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@180944-Eden.fits (file already exists) (263/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181055-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181055-Eden.fits (file already exists) (264/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181206-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181206-Eden.fits (file already exists) (265/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181318-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181318-Eden.fits (file already exists) (266/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181430-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181430-Eden.fits (file already exists) (267/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181541-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181541-Eden.fits (file already exists) (268/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181652-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181652-Eden.fits (file already exists) (269/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181804-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181804-Eden.fits (file already exists) (270/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@181915-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@181915-Eden.fits (file already exists) (271/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182027-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182027-Eden.fits (file already exists) (272/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182138-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182138-Eden.fits (file already exists) (273/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182250-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182250-Eden.fits (file already exists) (274/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182401-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182401-Eden.fits (file already exists) (275/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182512-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182512-Eden.fits (file already exists) (276/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182624-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182624-Eden.fits (file already exists) (277/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182735-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182735-Eden.fits (file already exists) (278/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@182847-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@182847-Eden.fits (file already exists) (279/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183000-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183000-Eden.fits (file already exists) (280/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183112-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183112-Eden.fits (file already exists) (281/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183223-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183223-Eden.fits (file already exists) (282/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183336-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183336-Eden.fits (file already exists) (283/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183447-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183447-Eden.fits (file already exists) (284/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183559-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183559-Eden.fits (file already exists) (285/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183710-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183710-Eden.fits (file already exists) (286/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183822-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183822-Eden.fits (file already exists) (287/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@183934-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@183934-Eden.fits (file already exists) (288/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184046-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184046-Eden.fits (file already exists) (289/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184157-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184157-Eden.fits (file already exists) (290/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184310-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184310-Eden.fits (file already exists) (291/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184421-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184421-Eden.fits (file already exists) (292/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184532-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184532-Eden.fits (file already exists) (293/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184644-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184644-Eden.fits (file already exists) (294/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184755-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184755-Eden.fits (file already exists) (295/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@184908-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@184908-Eden.fits (file already exists) (296/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185020-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185020-Eden.fits (file already exists) (297/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185133-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185133-Eden.fits (file already exists) (298/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185244-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185244-Eden.fits (file already exists) (299/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185355-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185355-Eden.fits (file already exists) (300/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185506-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185506-Eden.fits (file already exists) (301/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185618-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185618-Eden.fits (file already exists) (302/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185730-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185730-Eden.fits (file already exists) (303/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185842-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185842-Eden.fits (file already exists) (304/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@185954-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@185954-Eden.fits (file already exists) (305/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190106-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190106-Eden.fits (file already exists) (306/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190218-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190218-Eden.fits (file already exists) (307/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190329-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190329-Eden.fits (file already exists) (308/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190441-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190441-Eden.fits (file already exists) (309/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190552-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190552-Eden.fits (file already exists) (310/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190704-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190704-Eden.fits (file already exists) (311/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190815-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190815-Eden.fits (file already exists) (312/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@190927-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@190927-Eden.fits (file already exists) (313/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191039-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191039-Eden.fits (file already exists) (314/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191151-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191151-Eden.fits (file already exists) (315/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191303-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191303-Eden.fits (file already exists) (316/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191415-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191415-Eden.fits (file already exists) (317/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191526-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191526-Eden.fits (file already exists) (318/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191637-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191637-Eden.fits (file already exists) (319/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191748-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191748-Eden.fits (file already exists) (320/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@191900-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@191900-Eden.fits (file already exists) (321/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192012-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192012-Eden.fits (file already exists) (322/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192123-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192123-Eden.fits (file already exists) (323/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192235-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192235-Eden.fits (file already exists) (324/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192346-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192346-Eden.fits (file already exists) (325/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192457-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192457-Eden.fits (file already exists) (326/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192609-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192609-Eden.fits (file already exists) (327/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192721-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192721-Eden.fits (file already exists) (328/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192833-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192833-Eden.fits (file already exists) (329/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@192945-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@192945-Eden.fits (file already exists) (330/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193056-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193056-Eden.fits (file already exists) (331/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193208-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193208-Eden.fits (file already exists) (332/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193319-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193319-Eden.fits (file already exists) (333/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193432-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193432-Eden.fits (file already exists) (334/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193544-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193544-Eden.fits (file already exists) (335/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193656-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193656-Eden.fits (file already exists) (336/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193807-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193807-Eden.fits (file already exists) (337/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@193919-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@193919-Eden.fits (file already exists) (338/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194030-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194030-Eden.fits (file already exists) (339/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194143-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194143-Eden.fits (file already exists) (340/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194255-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194255-Eden.fits (file already exists) (341/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194406-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194406-Eden.fits (file already exists) (342/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194519-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194519-Eden.fits (file already exists) (343/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194630-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194630-Eden.fits (file already exists) (344/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194742-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194742-Eden.fits (file already exists) (345/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@194853-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@194853-Eden.fits (file already exists) (346/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195005-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195005-Eden.fits (file already exists) (347/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195117-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195117-Eden.fits (file already exists) (348/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195230-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195230-Eden.fits (file already exists) (349/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195343-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195343-Eden.fits (file already exists) (350/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195454-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195454-Eden.fits (file already exists) (351/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195605-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195605-Eden.fits (file already exists) (352/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195716-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195716-Eden.fits (file already exists) (353/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195828-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195828-Eden.fits (file already exists) (354/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@195939-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@195939-Eden.fits (file already exists) (355/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200051-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200051-Eden.fits (file already exists) (356/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200203-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200203-Eden.fits (file already exists) (357/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200315-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200315-Eden.fits (file already exists) (358/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200426-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200426-Eden.fits (file already exists) (359/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200538-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200538-Eden.fits (file already exists) (360/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200649-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200649-Eden.fits (file already exists) (361/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200800-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200800-Eden.fits (file already exists) (362/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@200911-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@200911-Eden.fits (file already exists) (363/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201022-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201022-Eden.fits (file already exists) (364/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201133-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201133-Eden.fits (file already exists) (365/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201244-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201244-Eden.fits (file already exists) (366/434) (dry run)
Skipping /home/altsai/eden/LOT20191007_mod/2MUCD10014-20191007@201354-Eden.fts -> s3://eden-data/RAW/LOT/2MUCD10014/2019-10-07/2MUCD10014-20191007@201354-Eden.fits (file already exists) (367/434) (dry run)
